ProductID,ChannelID,LocationID,Level,IsActive
APPLE_FAMILY,RETAIL,NL-NH,221,True
APPLE_FAMILY,RETAIL,NL-ZH,221,True
APPLE_FAMILY,RETAIL,NL-NB,221,True
APPLE_FAMILY,RETAIL,NL-GE,221,True
APPLE_FAMILY,WHOLESALE,NL-NH,221,True
APPLE_FAMILY,WHOLESALE,NL-ZH,221,True
APPLE_FAMILY,WHOLESALE,NL-NB,221,True
APPLE_FAMILY,WHOLESALE,NL-GE,221,True
APPLE_FAMILY,ONLINE,NL-NH,221,True
APPLE_FAMILY,ONLINE,NL-ZH,221,True
APPLE_FAMILY,ONLINE,NL-NB,221,True
APPLE_FAMILY,ONLINE,NL-GE,221,True
PEAR_FAMILY,RETAIL,NL-NH,221,True
PEAR_FAMILY,RETAIL,NL-ZH,221,True
PEAR_FAMILY,RETAIL,NL-NB,221,True
PEAR_FAMILY,RETAIL,NL-GE,221,True
PEAR_FAMILY,WHOLESALE,NL-NH,221,True
PEAR_FAMILY,WHOLESALE,NL-ZH,221,True
PEAR_FAMILY,WHOLESALE,NL-NB,221,True
PEAR_FAMILY,WHOLESALE,NL-GE,221,True
PEAR_FAMILY,ONLINE,NL-NH,221,True
PEAR_FAMILY,ONLINE,NL-ZH,221,True
PEAR_FAMILY,ONLINE,NL-NB,221,True
PEAR_FAMILY,ONLINE,NL-GE,221,True
APPLE_GALA,RETAIL,NL-NH,121,True
APPLE_GALA,RETAIL,NL-ZH,121,True
APPLE_GALA,RETAIL,NL-NB,121,True
APPLE_GALA,RETAIL,NL-GE,121,True
APPLE_GALA,WHOLESALE,NL-NH,121,True
APPLE_GALA,WHOLESALE,NL-ZH,121,True
APPLE_GALA,WHOLESALE,NL-NB,121,True
APPLE_GALA,WHOLESALE,NL-GE,121,True
APPLE_GALA,ONLINE,NL-NH,121,True
APPLE_GALA,ONLINE,NL-ZH,121,True
APPLE_GALA,ONLINE,NL-NB,121,True
APPLE_GALA,ONLINE,NL-GE,121,True
APPLE_ELSTAR,RETAIL,NL-NH,121,True
APPLE_ELSTAR,RETAIL,NL-ZH,121,True
APPLE_ELSTAR,RETAIL,NL-NB,121,True
APPLE_ELSTAR,RETAIL,NL-GE,121,True
APPLE_ELSTAR,WHOLESALE,NL-NH,121,True
APPLE_ELSTAR,WHOLESALE,NL-ZH,121,True
APPLE_ELSTAR,WHOLESALE,NL-NB,121,True
APPLE_ELSTAR,WHOLESALE,NL-GE,121,True
APPLE_ELSTAR,ONLINE,NL-NH,121,True
APPLE_ELSTAR,ONLINE,NL-ZH,121,True
APPLE_ELSTAR,ONLINE,NL-NB,121,True
APPLE_ELSTAR,ONLINE,NL-GE,121,True
APPLE_JONAGOLD,RETAIL,NL-NH,121,True
APPLE_JONAGOLD,RETAIL,NL-ZH,121,True
APPLE_JONAGOLD,RETAIL,NL-NB,121,True
APPLE_JONAGOLD,RETAIL,NL-GE,121,True
APPLE_JONAGOLD,WHOLESALE,NL-NH,121,True
APPLE_JONAGOLD,WHOLESALE,NL-ZH,121,True
APPLE_JONAGOLD,WHOLESALE,NL-NB,121,True
APPLE_JONAGOLD,WHOLESALE,NL-GE,121,True
APPLE_JONAGOLD,ONLINE,NL-NH,121,True
APPLE_JONAGOLD,ONLINE,NL-ZH,121,True
APPLE_JONAGOLD,ONLINE,NL-NB,121,True
APPLE_JONAGOLD,ONLINE,NL-GE,121,True
APPLE_GRANNY_SMITH,RETAIL,NL-NH,121,True
APPLE_GRANNY_SMITH,RETAIL,NL-ZH,121,True
APPLE_GRANNY_SMITH,RETAIL,NL-NB,121,True
APPLE_GRANNY_SMITH,RETAIL,NL-GE,121,True
APPLE_GRANNY_SMITH,WHOLESALE,NL-NH,121,True
APPLE_GRANNY_SMITH,WHOLESALE,NL-ZH,121,True
APPLE_GRANNY_SMITH,WHOLESALE,NL-NB,121,True
APPLE_GRANNY_SMITH,WHOLESALE,NL-GE,121,True
APPLE_GRANNY_SMITH,ONLINE,NL-NH,121,True
APPLE_GRANNY_SMITH,ONLINE,NL-ZH,121,True
APPLE_GRANNY_SMITH,ONLINE,NL-NB,121,True
APPLE_GRANNY_SMITH,ONLINE,NL-GE,121,True
PEAR_CONFERENCE,RETAIL,NL-NH,121,True
PEAR_CONFERENCE,RETAIL,NL-ZH,121,True
PEAR_CONFERENCE,RETAIL,NL-NB,121,True
PEAR_CONFERENCE,RETAIL,NL-GE,121,True
PEAR_CONFERENCE,WHOLESALE,NL-NH,121,True
PEAR_CONFERENCE,WHOLESALE,NL-ZH,121,True
PEAR_CONFERENCE,WHOLESALE,NL-NB,121,True
PEAR_CONFERENCE,WHOLESALE,NL-GE,121,True
PEAR_CONFERENCE,ONLINE,NL-NH,121,True
PEAR_CONFERENCE,ONLINE,NL-ZH,121,True
PEAR_CONFERENCE,ONLINE,NL-NB,121,True
PEAR_CONFERENCE,ONLINE,NL-GE,121,True
PEAR_COMICE,RETAIL,NL-NH,121,True
PEAR_COMICE,RETAIL,NL-ZH,121,True
PEAR_COMICE,RETAIL,NL-NB,121,True
PEAR_COMICE,RETAIL,NL-GE,121,True
PEAR_COMICE,WHOLESALE,NL-NH,121,True
PEAR_COMICE,WHOLESALE,NL-ZH,121,True
PEAR_COMICE,WHOLESALE,NL-NB,121,True
PEAR_COMICE,WHOLESALE,NL-GE,121,True
PEAR_COMICE,ONLINE,NL-NH,121,True
PEAR_COMICE,ONLINE,NL-ZH,121,True
PEAR_COMICE,ONLINE,NL-NB,121,True
PEAR_COMICE,ONLINE,NL-GE,121,True
PEAR_WILLIAMS,RETAIL,NL-NH,121,True
PEAR_WILLIAMS,RETAIL,NL-ZH,121,True
PEAR_WILLIAMS,RETAIL,NL-NB,121,True
PEAR_WILLIAMS,RETAIL,NL-GE,121,True
PEAR_WILLIAMS,WHOLESALE,NL-NH,121,True
PEAR_WILLIAMS,WHOLESALE,NL-ZH,121,True
PEAR_WILLIAMS,WHOLESALE,NL-NB,121,True
PEAR_WILLIAMS,WHOLESALE,NL-GE,121,True
PEAR_WILLIAMS,ONLINE,NL-NH,121,True
PEAR_WILLIAMS,ONLINE,NL-ZH,121,True
PEAR_WILLIAMS,ONLINE,NL-NB,121,True
PEAR_WILLIAMS,ONLINE,NL-GE,121,True
PEAR_ABATE,RETAIL,NL-NH,121,True
PEAR_ABATE,RETAIL,NL-ZH,121,True
PEAR_ABATE,RETAIL,NL-NB,121,True
PEAR_ABATE,RETAIL,NL-GE,121,True
PEAR_ABATE,WHOLESALE,NL-NH,121,True
PEAR_ABATE,WHOLESALE,NL-ZH,121,True
PEAR_ABATE,WHOLESALE,NL-NB,121,True
PEAR_ABATE,WHOLESALE,NL-GE,121,True
PEAR_ABATE,ONLINE,NL-NH,121,True
PEAR_ABATE,ONLINE,NL-ZH,121,True
PEAR_ABATE,ONLINE,NL-NB,121,True
PEAR_ABATE,ONLINE,NL-GE,121,True
APPLE_GALA,AH,NL-NH,111,True
APPLE_GALA,AH,NL-ZH,111,True
APPLE_GALA,AH,NL-NB,111,True
APPLE_GALA,AH,NL-GE,111,True
APPLE_GALA,JUMBO,NL-NH,111,True
APPLE_GALA,JUMBO,NL-ZH,111,True
APPLE_GALA,JUMBO,NL-NB,111,True
APPLE_GALA,JUMBO,NL-GE,111,True
APPLE_GALA,PLUS,NL-NH,111,True
APPLE_GALA,PLUS,NL-ZH,111,True
APPLE_GALA,PLUS,NL-NB,111,True
APPLE_GALA,PLUS,NL-GE,111,True
APPLE_GALA,SLIGRO,NL-NH,111,True
APPLE_GALA,SLIGRO,NL-ZH,111,True
APPLE_GALA,SLIGRO,NL-NB,111,True
APPLE_GALA,SLIGRO,NL-GE,111,True
APPLE_GALA,HOLLANDFOODSERVICE,NL-NH,111,True
APPLE_GALA,HOLLANDFOODSERVICE,NL-ZH,111,True
APPLE_GALA,HOLLANDFOODSERVICE,NL-NB,111,True
APPLE_GALA,HOLLANDFOODSERVICE,NL-GE,111,True
APPLE_GALA,GREENACRES,NL-NH,111,True
APPLE_GALA,GREENACRES,NL-ZH,111,True
APPLE_GALA,GREENACRES,NL-NB,111,True
APPLE_GALA,GREENACRES,NL-GE,111,True
APPLE_GALA,MELEDI,NL-NH,111,True
APPLE_GALA,MELEDI,NL-ZH,111,True
APPLE_GALA,MELEDI,NL-NB,111,True
APPLE_GALA,MELEDI,NL-GE,111,True
APPLE_GALA,PICNIC,NL-NH,111,True
APPLE_GALA,PICNIC,NL-ZH,111,True
APPLE_GALA,PICNIC,NL-NB,111,True
APPLE_GALA,PICNIC,NL-GE,111,True
APPLE_GALA,HELLOFRESH,NL-NH,111,True
APPLE_GALA,HELLOFRESH,NL-ZH,111,True
APPLE_GALA,HELLOFRESH,NL-NB,111,True
APPLE_GALA,HELLOFRESH,NL-GE,111,True
APPLE_GALA,FLINK,NL-NH,111,True
APPLE_GALA,FLINK,NL-ZH,111,True
APPLE_GALA,FLINK,NL-NB,111,True
APPLE_GALA,FLINK,NL-GE,111,True
APPLE_ELSTAR,AH,NL-NH,111,True
APPLE_ELSTAR,AH,NL-ZH,111,True
APPLE_ELSTAR,AH,NL-NB,111,True
APPLE_ELSTAR,AH,NL-GE,111,True
APPLE_ELSTAR,JUMBO,NL-NH,111,True
APPLE_ELSTAR,JUMBO,NL-ZH,111,True
APPLE_ELSTAR,JUMBO,NL-NB,111,True
APPLE_ELSTAR,JUMBO,NL-GE,111,True
APPLE_ELSTAR,PLUS,NL-NH,111,True
APPLE_ELSTAR,PLUS,NL-ZH,111,True
APPLE_ELSTAR,PLUS,NL-NB,111,True
APPLE_ELSTAR,PLUS,NL-GE,111,True
APPLE_ELSTAR,SLIGRO,NL-NH,111,True
APPLE_ELSTAR,SLIGRO,NL-ZH,111,True
APPLE_ELSTAR,SLIGRO,NL-NB,111,True
APPLE_ELSTAR,SLIGRO,NL-GE,111,True
APPLE_ELSTAR,HOLLANDFOODSERVICE,NL-NH,111,True
APPLE_ELSTAR,HOLLANDFOODSERVICE,NL-ZH,111,True
APPLE_ELSTAR,HOLLANDFOODSERVICE,NL-NB,111,True
APPLE_ELSTAR,HOLLANDFOODSERVICE,NL-GE,111,True
APPLE_ELSTAR,GREENACRES,NL-NH,111,True
APPLE_ELSTAR,GREENACRES,NL-ZH,111,True
APPLE_ELSTAR,GREENACRES,NL-NB,111,True
APPLE_ELSTAR,GREENACRES,NL-GE,111,True
APPLE_ELSTAR,MELEDI,NL-NH,111,True
APPLE_ELSTAR,MELEDI,NL-ZH,111,True
APPLE_ELSTAR,MELEDI,NL-NB,111,True
APPLE_ELSTAR,MELEDI,NL-GE,111,True
APPLE_ELSTAR,PICNIC,NL-NH,111,True
APPLE_ELSTAR,PICNIC,NL-ZH,111,True
APPLE_ELSTAR,PICNIC,NL-NB,111,True
APPLE_ELSTAR,PICNIC,NL-GE,111,True
APPLE_ELSTAR,HELLOFRESH,NL-NH,111,True
APPLE_ELSTAR,HELLOFRESH,NL-ZH,111,True
APPLE_ELSTAR,HELLOFRESH,NL-NB,111,True
APPLE_ELSTAR,HELLOFRESH,NL-GE,111,True
APPLE_ELSTAR,FLINK,NL-NH,111,True
APPLE_ELSTAR,FLINK,NL-ZH,111,True
APPLE_ELSTAR,FLINK,NL-NB,111,True
APPLE_ELSTAR,FLINK,NL-GE,111,True
APPLE_JONAGOLD,AH,NL-NH,111,True
APPLE_JONAGOLD,AH,NL-ZH,111,True
APPLE_JONAGOLD,AH,NL-NB,111,True
APPLE_JONAGOLD,AH,NL-GE,111,True
APPLE_JONAGOLD,JUMBO,NL-NH,111,True
APPLE_JONAGOLD,JUMBO,NL-ZH,111,True
APPLE_JONAGOLD,JUMBO,NL-NB,111,True
APPLE_JONAGOLD,JUMBO,NL-GE,111,True
APPLE_JONAGOLD,PLUS,NL-NH,111,True
APPLE_JONAGOLD,PLUS,NL-ZH,111,True
APPLE_JONAGOLD,PLUS,NL-NB,111,True
APPLE_JONAGOLD,PLUS,NL-GE,111,True
APPLE_JONAGOLD,SLIGRO,NL-NH,111,True
APPLE_JONAGOLD,SLIGRO,NL-ZH,111,True
APPLE_JONAGOLD,SLIGRO,NL-NB,111,True
APPLE_JONAGOLD,SLIGRO,NL-GE,111,True
APPLE_JONAGOLD,HOLLANDFOODSERVICE,NL-NH,111,True
APPLE_JONAGOLD,HOLLANDFOODSERVICE,NL-ZH,111,True
APPLE_JONAGOLD,HOLLANDFOODSERVICE,NL-NB,111,True
APPLE_JONAGOLD,HOLLANDFOODSERVICE,NL-GE,111,True
APPLE_JONAGOLD,GREENACRES,NL-NH,111,True
APPLE_JONAGOLD,GREENACRES,NL-ZH,111,True
APPLE_JONAGOLD,GREENACRES,NL-NB,111,True
APPLE_JONAGOLD,GREENACRES,NL-GE,111,True
APPLE_JONAGOLD,MELEDI,NL-NH,111,True
APPLE_JONAGOLD,MELEDI,NL-ZH,111,True
APPLE_JONAGOLD,MELEDI,NL-NB,111,True
APPLE_JONAGOLD,MELEDI,NL-GE,111,True
APPLE_JONAGOLD,PICNIC,NL-NH,111,True
APPLE_JONAGOLD,PICNIC,NL-ZH,111,True
APPLE_JONAGOLD,PICNIC,NL-NB,111,True
APPLE_JONAGOLD,PICNIC,NL-GE,111,True
APPLE_JONAGOLD,HELLOFRESH,NL-NH,111,True
APPLE_JONAGOLD,HELLOFRESH,NL-ZH,111,True
APPLE_JONAGOLD,HELLOFRESH,NL-NB,111,True
